"measureKey";"measureName";"systemName";"entityName";"entityType";"entityId";"value"
"ratioOfEndpointsSupportingSsl";"Ratio of endpoints that support SSL";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfExternalEndpointsSupportingTls";"Ratio of external endpoints that support TLS";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfSecuredLinks";"Ratio of secured links";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"secretsExternalization";"Secrets Externalization";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"n/a"
"secretsStoredInVault";"Secrets stored in vault";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"n/a"
"accessRestrictedToCallers";"Access restricted to callers";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportTokenBasedAuthentication";"Ratio of endpoints that support token-based authentication ";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportApiKeys";"Ratio of endpoints that support API Keys";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportPlaintextAuthentication";"Ratio of endpoints that support plaintext authentication";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"ratioOfEndpointsThatAreIncludedInASingleSignOnApproach";"Ratio of endpoints that are included in an single-sign-on approach";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"0"
"iendpointAccessMethodsConsistency";"Consistency of supported authentication methods of endpoints";"teastore-private-nlb-withfailures-withmorecaching-model";"teastore-private-nlb-withfailures-withmorecaching-model";"system";"4";"n/a"
