"measureKey";"measureName";"systemName";"entityName";"entityType";"entityId";"value"
"ratioOfEndpointsSupportingSsl";"Ratio of endpoints that support SSL";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfExternalEndpointsSupportingTls";"Ratio of external endpoints that support TLS";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfSecuredLinks";"Ratio of secured links";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"secretsExternalization";"Secrets Externalization";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"secretsStoredInVault";"Secrets stored in vault";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"accessRestrictedToCallers";"Access restricted to callers";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportTokenBasedAuthentication";"Ratio of endpoints that support token-based authentication ";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportApiKeys";"Ratio of endpoints that support API Keys";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfEndpointsThatSupportPlaintextAuthentication";"Ratio of endpoints that support plaintext authentication";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfEndpointsThatAreIncludedInASingleSignOnApproach";"Ratio of endpoints that are included in an single-sign-on approach";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"iendpointAccessMethodsConsistency";"Consistency of supported authentication methods of endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"externalEndpointAccessConsistency";"Consistency of supported authentication methods of external endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"ratioOfUniqueAccountUsage";"Ratio of unique account usage";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.09090909090909091"
"ratioOfDelegatedAuthentication";"Ratio of delegated authentication";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"dataAggregateScope";"Data aggregate scope";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"5"
"cohesionBetweenEndpointsBasedOnDataAggregateUsage";"Cohesion between Endpoints based on data aggregate usage";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.17858579329167562"
"serviceInterfaceUsageCohesion";"Service Interface Usage Cohesion";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.5479166666666666"
"readWriteSeparationForDataAggregates";"Read Write Separation for Data Aggregates";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.5"
"externallyAvailableEndpoints";"Externally available endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"16"
"ratioOfRequestTracesThroughGateway";"Ratio of request traces through a gateway";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"degreeOfSeparationByGateways";"Degree of separation by gateways";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"ratioOfStateDependencyOfEndpoints";"Ratio of state dependency of endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.660377358490566"
"ratioOfStatefulComponents";"Ratio of stateful components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.25"
"ratioOfStatelessComponents";"Ratio of stateless components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.75"
"degreeToWhichComponentsAreLinkedToStatefulComponents";"Degree to which components are linked to stateful components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.44000000000000006"
"ratioOfSpecializedStatefulServices";"Ratio of specialized stateful services";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"1"
"suitablyReplicatedStatefulService";"Ratio of suitably replicated stateful services";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"degreeOfAsynchronousCommunication";"Degree of asynchronous communication";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"asynchronousCommunicationUtilization";"Asynchronous Communication Utilization";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"numberOfSynchronousEndpoints";"Number of synchronous endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"53"
"numberOfAsynchronousEndpoints";"Number of asynchronous endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"eventSourcingUtilizationMetric";"Event Sourcing utilization metric";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"serviceInteractionViaBackingService";"Service Interaction via Backing Service";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfNonCustomBackingServices";"Ratio of non-custom backing services";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.3333333333333333"
"ratioOfStandardizedArtifacts";"Ratio of standardized artifacts";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfEntitiesProvidingStandardizedArtifacts";"Ratio of entities providing standardized artifacts";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"componentArtifactsSimilarity";"Component Artifacts Similarity";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.75"
"infrastructureArtifactsSimilarity";"Infrastructure Artifacts Similarity";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfComponentsOrInfrastructureNodesThatExportLogsToACentralService";"Ratio of Components or Infrastructure nodes that export logs to a central service";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfComponentsOrInfrastructureNodesThatExportMetrics";"Ratio of Components or Infrastructure nodes that export metrics";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"distributedTracingSupport";"Distributed Tracing Support";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"n/a"
"ratioOfServicesThatProvideHealthEndpoints";"Ratio of Services that provide Health endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfServicesThatProvideReadinessEndpoints";"Ratio of Services that provide Readiness endpoints";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfAutomaticallyProvisionedInfrastructure";"Ratio of automatically provisioned infrastructure";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"1"
"ratioOfInfrastructureWithIaCArtifact";"Ratio of infrastructure with IaC artifact";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"ratioOfDeploymentsOnDynamicInfrastructure";"Ratio of components deployed dynamically";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"1"
"couplingDegreeBasedOnPotentialCoupling";"Coupling degree based on potential coupling";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.28869047619047616"
"interactionDensityBasedOnComponents";"Interaction density based on components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"4.25"
"interactionDensityBasedOnLinks";"Interaction density based on links";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.6071428571428571"
"systemCouplingBasedOnEndpointEntropy";"System Coupling based on Endpoint Entropy";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"1.645899061409296"
"servicesInterdependenceInTheSystem";"Services Interdependence in the System";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"aggregateSystemMetricToMeasureServiceCoupling";"Aggregate System metric to measure service coupling";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.21428571428571427"
"degreeOfCouplingInASystem";"Degree of coupling in a system";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.21428571428571427"
"simpleDegreeOfCouplingInASystem";"Simple Degree of coupling in a system";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"1.5"
"directServiceSharing";"Direct Service Sharing";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.1985294117647059"
"transitivelySharedServices";"Transitively Shared Services";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.2904411764705882"
"ratioOfSharedNonExternalComponentsToNonExternalComponents";"Ratio of shared non-external components to non-external components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.25"
"ratioOfSharedDependenciesOfNonExternalComponentsToPossibleDependencies";"Ratio of shared dependencies of non-external components to possible dependencies";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.375"
"averageSystemCoupling";"Average System Coupling";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"2.1874999999999987"
"totalNumberOfLinksInASystem";"Total number of links in a system";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"34"
"numberOfServicesWhichHaveIncomingLinks";"Number of Services which have incoming links";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"4"
"numberOfServicesWhichHaveOutgoingLinks";"Number of Services which have outgoing links";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"5"
"numberOfServicesWhichHaveBothIncomingAndOutgoingLinks";"Number of Services which have both incoming and outgoing links";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"4"
"numberOfSynchronousCycles";"Number of synchronous cycles";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
"densityOfAggregation";"Density of Aggregation";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"-1.4634839998110207"
"dataAggregateConvergenceAcrossComponents";"Data Aggregate Convergence across Components";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"5.525"
"ratioOfCyclicRequestTraces";"Ratio of cyclic request traces";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0.23529411764705882"
"numberOfPotentialCyclesInASystem";"Number of potential cycles in a system";"teastore-private-nlb-noreplication-nocaching-model";"teastore-private-nlb-noreplication-nocaching-model";"system";"4";"0"
